bookId-chunkNo,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24_x,F25_x,F26_x,F27_x,F28_x,F29_x,F30_x,F31_x,F24_y,F25_y,F26_y,F27_y,F28_y,F29_y,F30_y,F31_y,F32,F33
pg786-6,0.0177,0.28,0.1147,0.0706,0.0262,0.0253,0.0325,0.0809,0.0376,0.0007,0.0071,0.0048,0.0085,0.126,-0.0139,0.0471,0.36,0.16,0.48,0.6751,0.5063,0.1837,0.13084477,-0.14109547,0.20173138,0.05058728,-0.01763786,0.024224887,-0.049865488,0.11851482,-0.05061833,0.001122049,-0.29766434,0.016764794,-0.20484711,-0.23171334,0.9486061,0.11570916,-0.15643236,-0.34595874,-0.28212586,9.482651e-08
pg786-3,0.0176,0.2285,0.1533,0.0788,0.0223,0.0256,0.0381,0.0816,0.0365,0.0008,0.0073,0.0043,0.0091,0.1321,-0.0129,0.0425,0.12,0.2,0.68,0.7262,0.5403,0.1837,0.13084477,-0.14109547,0.20173138,0.05058728,-0.01763786,0.024224887,-0.049865488,0.11851482,-0.05061833,0.001122049,-0.29766434,0.016764794,-0.20484711,-0.23171334,0.9486061,0.11570916,-0.15643236,-0.34595874,-0.28212586,9.482651e-08
pg786-4,0.0191,0.2883,0.222,0.0871,0.0291,0.027999999999999997,0.0361,0.0772,0.0414,0.0008,0.0063,0.0051,0.0073,0.1255,-0.0445,0.0468,0.32,0.16,0.52,0.7796,0.6983,0.1837,0.13084477,-0.14109547,0.20173138,0.05058728,-0.01763786,0.024224887,-0.049865488,0.11851482,-0.05061833,0.001122049,-0.29766434,0.016764794,-0.20484711,-0.23171334,0.9486061,0.11570916,-0.15643236,-0.34595874,-0.28212586,9.482651e-08
pg786-1,0.0204,0.2447,0.0842,0.0562,0.0198,0.0284,0.0363,0.0815,0.0372,0.001,0.0059,0.0041,0.0065,0.1288,-0.0196,0.0359,0.28,0.12,0.6,0.6425,0.591,0.1837,0.13084477,-0.14109547,0.20173138,0.05058728,-0.01763786,0.024224887,-0.049865488,0.11851482,-0.05061833,0.001122049,-0.29766434,0.016764794,-0.20484711,-0.23171334,0.9486061,0.11570916,-0.15643236,-0.34595874,-0.28212586,9.482651e-08
pg786-2,0.0177,0.2273,0.1411,0.0778,0.0278,0.0245,0.0311,0.0906,0.0363,0.001,0.0053,0.0039,0.0099,0.1319,-0.0129,0.0476,0.48,0.08,0.44,0.7158,0.6163,0.1837,0.13084477,-0.14109547,0.20173138,0.05058728,-0.01763786,0.024224887,-0.049865488,0.11851482,-0.05061833,0.001122049,-0.29766434,0.016764794,-0.20484711,-0.23171334,0.9486061,0.11570916,-0.15643236,-0.34595874,-0.28212586,9.482651e-08
pg786-10,0.0197,0.1913,0.2158,0.0969,0.0338,0.0303,0.034,0.0742,0.0364,0.0013,0.0081,0.0046,0.0051,0.1222,-0.006,0.0368,0.2,0.12,0.68,0.7188,0.5052,0.1837,0.13084477,-0.14109547,0.20173138,0.05058728,-0.01763786,0.024224887,-0.049865488,0.11851482,-0.05061833,0.001122049,-0.29766434,0.016764794,-0.20484711,-0.23171334,0.9486061,0.11570916,-0.15643236,-0.34595874,-0.28212586,9.482651e-08
pg786-11,0.0186,0.2208,0.1016,0.0862,0.027000000000000003,0.0281,0.0321,0.0829,0.0351,0.001,0.0063,0.0055,0.0071,0.1278,0.0225,0.0457,0.36,0.16,0.48,0.6974,0.5323,0.1837,0.13084477,-0.14109547,0.20173138,0.05058728,-0.01763786,0.024224887,-0.049865488,0.11851482,-0.05061833,0.001122049,-0.29766434,0.016764794,-0.20484711,-0.23171334,0.9486061,0.11570916,-0.15643236,-0.34595874,-0.28212586,9.482651e-08
pg786-12,0.0134,0.2942,0.1237,0.0722,0.024,0.0324,0.0423,0.0778,0.0337,0.0014,0.0062,0.0042,0.0072,0.1319,0.0317,0.0325,0.48,0.08,0.44,0.72,0.389,0.1837,0.13084477,-0.14109547,0.20173138,0.05058728,-0.01763786,0.024224887,-0.049865488,0.11851482,-0.05061833,0.001122049,-0.29766434,0.016764794,-0.20484711,-0.23171334,0.9486061,0.11570916,-0.15643236,-0.34595874,-0.28212586,9.482651e-08
pg786-13,0.0157,0.2629,0.0906,0.07400000000000001,0.0267,0.0244,0.0343,0.0825,0.0333,0.0015,0.0096,0.0048,0.0058,0.1327,0.0253,0.04,0.52,0.16,0.32,0.7055,0.5189,0.1837,0.13084477,-0.14109547,0.20173138,0.05058728,-0.01763786,0.024224887,-0.049865488,0.11851482,-0.05061833,0.001122049,-0.29766434,0.016764794,-0.20484711,-0.23171334,0.9486061,0.11570916,-0.15643236,-0.34595874,-0.28212586,9.482651e-08
pg766-9,0.0105,0.1569,0.052000000000000005,0.081,0.0267,0.0349,0.0413,0.0795,0.0278,0.0012,0.0081,0.0048,0.0035,0.1349,0.1971,0.0197,0.0435,0.087,0.8696,0.6301,0.3993,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-6,0.0201,0.1283,0.1182,0.0976,0.0318,0.0255,0.0363,0.079,0.0387,0.0014,0.0064,0.0055,0.0081,0.1286,-0.0428,0.0478,0.4348,0.1304,0.4348,0.7609,0.5221,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-5,0.0142,0.3109,0.006999999999999999,0.0902,0.0243,0.0314,0.0382,0.0829,0.0334,0.001,0.0085,0.0045,0.0041,0.1351,0.0746,0.0293,0.3043,0.2174,0.4783,0.7137,0.5128,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-8,0.0145,0.1687,0.1084,0.0842,0.0237,0.0339,0.040999999999999995,0.0807,0.0313,0.0019,0.0092,0.0034,0.0053,0.1362,0.1112,0.0318,0.2609,0.3043,0.4348,0.6909,0.353,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-7,0.0177,0.1089,0.1642,0.0904,0.0308,0.0325,0.0426,0.0811,0.034,0.0023,0.0098,0.0044,0.0067,0.1402,0.0535,0.0335,0.1304,0.0435,0.8261,0.7474,0.3415,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-2,0.0166,0.1268,0.125,0.0883,0.0245,0.028999999999999998,0.0407,0.075,0.0345,0.0007,0.0074,0.0043,0.0064,0.1281,0.0376,0.0348,0.1304,0.087,0.7826,0.7317,0.2682,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-1,0.0173,0.1222,0.1866,0.0745,0.0343,0.0329,0.0352,0.0801,0.0322,0.0008,0.0066,0.0065,0.0071,0.1292,0.0436,0.034,0.0,0.2174,0.7826,0.6939,0.5778,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-4,0.017,0.1693,0.0772,0.0909,0.0231,0.0279,0.0377,0.0795,0.0358,0.0012,0.0062,0.0049,0.0076,0.1295,-0.01,0.0353,0.5217,0.087,0.3913,0.754,0.3503,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-3,0.0154,0.0973,0.1225,0.0901,0.0332,0.0283,0.0399,0.0847,0.0339,0.0012,0.0063,0.0057,0.0069,0.1378,0.0388,0.0293,0.3478,0.1739,0.4783,0.7187,0.7214,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-16,0.0149,0.2136,0.1348,0.0918,0.0276,0.0276,0.0352,0.0825,0.0306,0.0011,0.0075,0.0076,0.0098,0.1339,0.0436,0.0411,0.2609,0.2174,0.5217,0.7458,0.5589,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-17,0.0194,0.1491,0.2119,0.0951,0.0276,0.0271,0.0296,0.0838,0.0373,0.0011,0.0048,0.006,0.0145,0.1253,-0.0909,0.057,0.4348,0.0435,0.5217,0.7925,0.5232,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-14,0.0146,0.1422,0.1051,0.0851,0.0281,0.0294,0.0357,0.0855,0.0378,0.0008,0.0073,0.0056,0.0067,0.1349,0.0021,0.0325,0.5217,0.0435,0.4348,0.7201,0.3642,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-15,0.0157,0.1824,0.0987,0.0946,0.0249,0.0311,0.0388,0.0788,0.0333,0.0014,0.0084,0.005,0.0074,0.1324,0.0294,0.0325,0.087,0.2609,0.6522,0.7047,0.5478,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-18,0.0154,0.09300000000000001,0.1399,0.0851,0.0278,0.0303,0.0349,0.0819,0.0328,0.0007,0.0065,0.0039,0.0097,0.1279,0.0305,0.0365,0.3478,0.1739,0.4783,0.7195,0.6525,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-19,0.0155,0.1941,0.0796,0.0997,0.026000000000000002,0.0292,0.0321,0.0835,0.0333,0.0012,0.0059,0.0062,0.0131,0.1289,0.0083,0.0346,0.3043,0.1304,0.5652,0.6966,0.5173,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-12,0.0167,0.2162,0.0915,0.0864,0.0283,0.0308,0.0401,0.08800000000000001,0.0323,0.0014,0.0094,0.0037,0.0063,0.1426,0.0774,0.0377,0.3478,0.087,0.5652,0.6936,0.3069,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-13,0.0138,0.1936,0.1446,0.0874,0.0288,0.0269,0.0375,0.0882,0.0315,0.002,0.0087,0.005,0.005,0.1414,0.0975,0.0319,0.4348,0.2609,0.3043,0.6883,0.7196,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-10,0.0144,0.1228,0.1361,0.0778,0.0346,0.033,0.0374,0.0872,0.0291,0.0008,0.0081,0.0039,0.0102,0.1374,0.076,0.0312,0.1739,0.0435,0.7826,0.7145,0.496,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-11,0.0176,0.2171,0.10300000000000001,0.0887,0.0375,0.0266,0.0353,0.0832,0.032,0.0012,0.0076,0.0055,0.0083,0.1328,0.0436,0.0432,0.3043,0.1304,0.5652,0.7198,0.4218,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-27,0.0147,0.1777,0.0752,0.0799,0.0304,0.0307,0.0333,0.0816,0.0294,0.0013,0.0079,0.0041,0.0082,0.1282,0.0945,0.0321,0.4348,0.2174,0.3478,0.6296,0.4742,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-28,0.0155,0.1354,0.1292,0.0855,0.0275,0.0264,0.0362,0.0822,0.0361,0.001,0.0073,0.0066,0.0096,0.1333,-0.004,0.0302,0.3478,0.2174,0.4348,0.672,0.5625,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-25,0.0154,0.0972,0.1576,0.0866,0.0276,0.0283,0.0363,0.0814,0.0358,0.0007,0.0067,0.0047,0.0095,0.1298,-0.006999999999999999,0.0298,0.2609,0.1739,0.5652,0.7149,0.4771,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-26,0.0174,0.1369,0.1434,0.0891,0.0336,0.0299,0.0307,0.0809,0.0333,0.0007,0.0093,0.0058,0.0107,0.1274,0.001,0.0414,0.2609,0.0435,0.6957,0.7395,0.4104,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-29,0.0175,0.179,0.0947,0.096,0.0297,0.0254,0.0324,0.0823,0.033,0.0001,0.0082,0.0056,0.0129,0.1286,-0.0215,0.0408,0.1304,0.087,0.7826,0.7165,0.6217,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-20,0.0126,0.1571,0.1195,0.0929,0.0268,0.0298,0.0306,0.0809,0.0349,0.0014,0.0065,0.0044,0.0075,0.1238,0.0352,0.0242,0.3478,0.1739,0.4783,0.6901,0.4697,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-23,0.0165,0.1997,0.1382,0.0913,0.0274,0.028999999999999998,0.0358,0.0842,0.0342,0.0014,0.008,0.0065,0.0137,0.1359,-0.0196,0.0436,0.1739,0.3478,0.4783,0.8018,0.5944,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-24,0.0148,0.1445,0.205,0.0946,0.0327,0.0282,0.0344,0.0811,0.0316,0.0015,0.006,0.005,0.0084,0.128,0.0328,0.0303,0.3478,0.1304,0.5217,0.7196,0.6422,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-21,0.017,0.179,0.0545,0.079,0.0238,0.0314,0.0308,0.0844,0.0329,0.001,0.0059,0.0071,0.0088,0.1292,0.0148,0.0411,0.3043,0.1739,0.5217,0.6614,0.5414,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-22,0.0173,0.1824,0.1279,0.0964,0.0264,0.0271,0.0343,0.083,0.033,0.0015,0.0072,0.0072,0.0123,0.1332,-0.0177,0.0445,0.2174,0.1739,0.6087,0.7414,0.6453,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-38,0.0171,0.2379,0.0538,0.0819,0.0278,0.0263,0.0353,0.0925,0.0299,0.0013,0.0084,0.0087,0.0097,0.1462,0.0364,0.0438,0.3043,0.2609,0.4348,0.6674,0.6847,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-39,0.0186,0.1437,0.0884,0.0833,0.0343,0.0242,0.0339,0.0887,0.0346,0.0005,0.0093,0.0062,0.01,0.1386,-0.009000000000000001,0.046,0.3043,0.2174,0.4783,0.7041,0.6425,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-36,0.0142,0.1877,0.1272,0.0813,0.0343,0.0287,0.0322,0.0784,0.0306,0.0003,0.0069,0.0121,0.0098,0.1299,0.0424,0.0317,0.2174,0.2174,0.5652,0.655,0.5231,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-37,0.0141,0.1893,0.2219,0.0962,0.0327,0.0283,0.0339,0.0842,0.0324,0.0008,0.0071,0.0077,0.0094,0.1337,0.0225,0.0444,0.3043,0.2174,0.4783,0.7955,0.5127,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-30,0.0159,0.1645,0.1236,0.092,0.0302,0.0289,0.0334,0.0805,0.0349,0.0008,0.008,0.006999999999999999,0.006999999999999999,0.1297,0.0424,0.0399,0.2174,0.1304,0.6522,0.703,0.5127,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-31,0.0193,0.1524,0.154,0.0952,0.0334,0.0265,0.033,0.0798,0.0326,0.0011,0.0092,0.0056,0.0097,0.1287,0.0214,0.0399,0.4783,0.1304,0.3913,0.7249,0.3255,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-34,0.0183,0.1636,0.2045,0.0947,0.03,0.0266,0.0358,0.0805,0.0354,0.0012,0.0077,0.0043,0.0079,0.1295,0.0148,0.0366,0.2174,0.087,0.6957,0.732,0.4227,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-35,0.0167,0.1265,0.1773,0.1046,0.033,0.0247,0.0354,0.0813,0.0335,0.0008,0.0087,0.0043,0.01,0.1305,0.0052,0.0365,0.2609,0.1739,0.5652,0.7391,0.4085,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
