bookId-chunkNo,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24_x,F25_x,F26_x,F27_x,F28_x,F29_x,F30_x,F31_x,F24_y,F25_y,F26_y,F27_y,F28_y,F29_y,F30_y,F31_y,F32,F33
pg766-32,0.0149,0.114,0.14400000000000002,0.0841,0.0326,0.0312,0.0401,0.0751,0.0356,0.0004,0.0115,0.0035,0.0065,0.1306,0.0388,0.0215,0.2174,0.1739,0.6087,0.7016,0.6641,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-33,0.0174,0.1317,0.1639,0.0899,0.0346,0.0249,0.0345,0.0801,0.0353,0.0009,0.0073,0.0059,0.0108,0.1287,-0.012,0.0408,0.1739,0.1304,0.6957,0.7338,0.3439,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-41,0.0141,0.1518,0.1036,0.0813,0.0287,0.0312,0.0365,0.0864,0.0331,0.0003,0.0108,0.005,0.004,0.139,0.0844,0.0243,0.3478,0.0435,0.6087,0.6642,0.7898,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-42,0.0183,0.1174,0.14400000000000002,0.0854,0.0313,0.027999999999999997,0.0358,0.0858,0.0336,0.0004,0.0087,0.0049,0.0102,0.1356,-0.006,0.0447,0.2174,0.2609,0.5217,0.7228,0.5853,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-40,0.0156,0.1764,0.1296,0.0843,0.0268,0.0346,0.0387,0.0851,0.0334,0.0012,0.0107,0.0054,0.0068,0.1411,0.0485,0.0225,0.3043,0.2609,0.4348,0.7364,0.2024,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-43,0.0197,0.1031,0.1174,0.0976,0.0285,0.0277,0.0334,0.083,0.0341,0.001,0.0106,0.0058,0.01,0.1338,-0.01,0.0403,0.3913,0.3043,0.3043,0.7305,0.5866,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg766-44,0.0187,0.1472,0.1618,0.0859,0.0349,0.0307,0.0396,0.0859,0.0313,0.0005,0.0104,0.0039,0.0085,0.1405,0.046,0.0392,0.2609,0.4348,0.3043,0.7298,0.5487,0.0835,0.15687820000000002,0.04254807,0.12596494,-0.04578334,-0.18613692,-0.09513812,-0.054095116,-0.062290742999999996,-0.049865264000000006,-0.03261315,-0.019118762,0.046027225,0.014804504,-0.20879026,0.30484405,0.032215316,0.15487696,-0.07793674,0.7238927,9.482646e-08
pg141-9,0.0123,0.1373,0.2507,0.0784,0.0265,0.0253,0.040999999999999995,0.0662,0.0304,0.0007,0.011000000000000001,0.0035,0.0073,0.1224,0.0706,0.0295,0.1053,0.3158,0.5789,0.665,0.4209,0.1259,0.23310515,-0.068933606,0.15281647,0.07183763,0.07196353,0.02227982,-0.15050279,0.14114714,7.65e-05,0.1373696,-0.2531887,-0.29317358,0.25557163,-0.027269443,-0.46357116,-0.38651422,-0.66463184,-0.313107,0.06453286,9.4826476e-08
pg141-8,0.0084,0.3052,0.2197,0.0678,0.0328,0.0258,0.04,0.0622,0.0307,0.0019,0.0115,0.0032,0.002,0.1188,0.1676,0.0145,0.1053,0.1053,0.7895,0.575,0.527,0.1259,0.23310515,-0.068933606,0.15281647,0.07183763,0.07196353,0.02227982,-0.15050279,0.14114714,7.65e-05,0.1373696,-0.2531887,-0.29317358,0.25557163,-0.027269443,-0.46357116,-0.38651422,-0.66463184,-0.313107,0.06453286,9.4826476e-08
pg141-7,0.0097,0.1942,0.285,0.0742,0.0293,0.0274,0.0424,0.062,0.0324,0.0027,0.0134,0.0031,0.0034,0.1236,0.096,0.0167,0.3684,0.0526,0.5789,0.6102,0.5635,0.1259,0.23310515,-0.068933606,0.15281647,0.07183763,0.07196353,0.02227982,-0.15050279,0.14114714,7.65e-05,0.1373696,-0.2531887,-0.29317358,0.25557163,-0.027269443,-0.46357116,-0.38651422,-0.66463184,-0.313107,0.06453286,9.4826476e-08
pg141-6,0.01,0.1187,0.2323,0.0741,0.0245,0.0221,0.0408,0.0699,0.0319,0.0025,0.0116,0.0023,0.0036,0.1271,0.1256,0.0258,0.1579,0.1053,0.7368,0.6111,0.508,0.1259,0.23310515,-0.068933606,0.15281647,0.07183763,0.07196353,0.02227982,-0.15050279,0.14114714,7.65e-05,0.1373696,-0.2531887,-0.29317358,0.25557163,-0.027269443,-0.46357116,-0.38651422,-0.66463184,-0.313107,0.06453286,9.4826476e-08
pg141-11,0.0087,0.1466,0.3864,0.0782,0.0323,0.0228,0.0386,0.0649,0.0314,0.0025,0.0119,0.0025,0.006,0.1204,0.1159,0.0175,0.1053,0.2632,0.6316,0.6331,0.6925,0.1259,0.23310515,-0.068933606,0.15281647,0.07183763,0.07196353,0.02227982,-0.15050279,0.14114714,7.65e-05,0.1373696,-0.2531887,-0.29317358,0.25557163,-0.027269443,-0.46357116,-0.38651422,-0.66463184,-0.313107,0.06453286,9.4826476e-08
pg141-12,0.0101,0.2056,0.2893,0.0851,0.0331,0.0246,0.0393,0.0603,0.0345,0.0014,0.0131,0.0034,0.006999999999999999,0.1175,0.0376,0.0217,0.1579,0.0526,0.7895,0.677,0.5171,0.1259,0.23310515,-0.068933606,0.15281647,0.07183763,0.07196353,0.02227982,-0.15050279,0.14114714,7.65e-05,0.1373696,-0.2531887,-0.29317358,0.25557163,-0.027269443,-0.46357116,-0.38651422,-0.66463184,-0.313107,0.06453286,9.4826476e-08
pg141-10,0.0091,0.2548,0.2029,0.0611,0.0276,0.0294,0.0409,0.0672,0.027000000000000003,0.0012,0.0126,0.002,0.0039,0.1239,0.2248,0.0163,0.0,0.3158,0.6842,0.5669,0.2666,0.1259,0.23310515,-0.068933606,0.15281647,0.07183763,0.07196353,0.02227982,-0.15050279,0.14114714,7.65e-05,0.1373696,-0.2531887,-0.29317358,0.25557163,-0.027269443,-0.46357116,-0.38651422,-0.66463184,-0.313107,0.06453286,9.4826476e-08
pg141-19,0.006,0.3683,0.3015,0.057999999999999996,0.0349,0.0287,0.044000000000000004,0.0677,0.0261,0.0014,0.0101,0.0004,0.0007,0.1236,0.3294,0.0011,0.1579,0.2632,0.5789,0.4549,0.8551,0.1259,0.23310515,-0.068933606,0.15281647,0.07183763,0.07196353,0.02227982,-0.15050279,0.14114714,7.65e-05,0.1373696,-0.2531887,-0.29317358,0.25557163,-0.027269443,-0.46357116,-0.38651422,-0.66463184,-0.313107,0.06453286,9.4826476e-08
pg141-17,0.0064,0.1373,0.3003,0.0817,0.0312,0.0227,0.0379,0.0637,0.0352,0.0012,0.0085,0.0018,0.0023,0.1131,0.0873,0.0093,0.4211,0.1579,0.4211,0.6477,0.3571,0.1259,0.23310515,-0.068933606,0.15281647,0.07183763,0.07196353,0.02227982,-0.15050279,0.14114714,7.65e-05,0.1373696,-0.2531887,-0.29317358,0.25557163,-0.027269443,-0.46357116,-0.38651422,-0.66463184,-0.313107,0.06453286,9.4826476e-08
pg141-18,0.0068,0.1784,0.3626,0.0736,0.0301,0.0226,0.0378,0.0684,0.0348,0.0016,0.0122,0.0031,0.0028,0.1231,0.076,0.0096,0.1579,0.2632,0.5789,0.6317,0.4146,0.1259,0.23310515,-0.068933606,0.15281647,0.07183763,0.07196353,0.02227982,-0.15050279,0.14114714,7.65e-05,0.1373696,-0.2531887,-0.29317358,0.25557163,-0.027269443,-0.46357116,-0.38651422,-0.66463184,-0.313107,0.06453286,9.4826476e-08
pg141-15,0.0086,0.2032,0.31,0.075,0.0308,0.0266,0.0426,0.0642,0.0315,0.0015,0.0113,0.0018,0.0054,0.1214,0.1112,0.0094,0.1579,0.2632,0.5789,0.6486,0.3835,0.1259,0.23310515,-0.068933606,0.15281647,0.07183763,0.07196353,0.02227982,-0.15050279,0.14114714,7.65e-05,0.1373696,-0.2531887,-0.29317358,0.25557163,-0.027269443,-0.46357116,-0.38651422,-0.66463184,-0.313107,0.06453286,9.4826476e-08
pg141-16,0.0066,0.196,0.4534,0.0596,0.0348,0.0288,0.0445,0.0696,0.026000000000000002,0.002,0.013999999999999999,0.0014,0.0019,0.1315,0.2905,0.0057,0.1579,0.3158,0.5263,0.5308,0.3511,0.1259,0.23310515,-0.068933606,0.15281647,0.07183763,0.07196353,0.02227982,-0.15050279,0.14114714,7.65e-05,0.1373696,-0.2531887,-0.29317358,0.25557163,-0.027269443,-0.46357116,-0.38651422,-0.66463184,-0.313107,0.06453286,9.4826476e-08
pg141-13,0.0097,0.2276,0.2724,0.0859,0.0323,0.0239,0.0363,0.0749,0.0332,0.0023,0.0144,0.0012,0.0043,0.1291,0.1096,0.0162,0.2632,0.1053,0.6316,0.6143,0.3867,0.1259,0.23310515,-0.068933606,0.15281647,0.07183763,0.07196353,0.02227982,-0.15050279,0.14114714,7.65e-05,0.1373696,-0.2531887,-0.29317358,0.25557163,-0.027269443,-0.46357116,-0.38651422,-0.66463184,-0.313107,0.06453286,9.4826476e-08
pg141-14,0.0107,0.2145,0.177,0.0959,0.0267,0.024,0.0351,0.064,0.0381,0.002,0.0129,0.0031,0.0042,0.1171,0.0148,0.0225,0.2105,0.1579,0.6316,0.6595,0.3852,0.1259,0.23310515,-0.068933606,0.15281647,0.07183763,0.07196353,0.02227982,-0.15050279,0.14114714,7.65e-05,0.1373696,-0.2531887,-0.29317358,0.25557163,-0.027269443,-0.46357116,-0.38651422,-0.66463184,-0.313107,0.06453286,9.4826476e-08
pg141-5,0.0113,0.2072,0.1533,0.0701,0.0245,0.0251,0.0406,0.0733,0.0307,0.0009,0.0113,0.0013,0.0048,0.1274,0.1441,0.0275,0.0526,0.2632,0.6842,0.6333,0.4907,0.1259,0.23310515,-0.068933606,0.15281647,0.07183763,0.07196353,0.02227982,-0.15050279,0.14114714,7.65e-05,0.1373696,-0.2531887,-0.29317358,0.25557163,-0.027269443,-0.46357116,-0.38651422,-0.66463184,-0.313107,0.06453286,9.4826476e-08
pg141-4,0.0147,0.1081,0.205,0.0705,0.0183,0.0216,0.0375,0.0702,0.0358,0.0016,0.009000000000000001,0.0012,0.0047,0.1195,0.0473,0.0352,0.2105,0.1579,0.6316,0.6755,0.5145,0.1259,0.23310515,-0.068933606,0.15281647,0.07183763,0.07196353,0.02227982,-0.15050279,0.14114714,7.65e-05,0.1373696,-0.2531887,-0.29317358,0.25557163,-0.027269443,-0.46357116,-0.38651422,-0.66463184,-0.313107,0.06453286,9.4826476e-08
pg141-3,0.0124,0.1238,0.2419,0.0766,0.0284,0.0243,0.0387,0.0686,0.0314,0.0029,0.0153,0.0014,0.0037,0.1269,0.1191,0.0279,0.1579,0.2632,0.5789,0.672,0.3627,0.1259,0.23310515,-0.068933606,0.15281647,0.07183763,0.07196353,0.02227982,-0.15050279,0.14114714,7.65e-05,0.1373696,-0.2531887,-0.29317358,0.25557163,-0.027269443,-0.46357116,-0.38651422,-0.66463184,-0.313107,0.06453286,9.4826476e-08
pg141-2,0.0099,0.1871,0.2576,0.0709,0.0312,0.0271,0.0373,0.0606,0.0328,0.0022,0.0127,0.0029,0.0045,0.1157,0.1081,0.0187,0.3684,0.2105,0.4211,0.6267,0.5812,0.1259,0.23310515,-0.068933606,0.15281647,0.07183763,0.07196353,0.02227982,-0.15050279,0.14114714,7.65e-05,0.1373696,-0.2531887,-0.29317358,0.25557163,-0.027269443,-0.46357116,-0.38651422,-0.66463184,-0.313107,0.06453286,9.4826476e-08
pg141-1,0.0093,0.111,0.3495,0.07200000000000001,0.037000000000000005,0.0227,0.0447,0.0706,0.0267,0.0018,0.0119,0.0019,0.0031,0.1309,0.2408,0.0175,0.0,0.1579,0.8421,0.5774,0.4574,0.1259,0.23310515,-0.068933606,0.15281647,0.07183763,0.07196353,0.02227982,-0.15050279,0.14114714,7.65e-05,0.1373696,-0.2531887,-0.29317358,0.25557163,-0.027269443,-0.46357116,-0.38651422,-0.66463184,-0.313107,0.06453286,9.4826476e-08
pg1342-8,0.0089,0.1981,0.2257,0.0795,0.0366,0.0269,0.0367,0.0625,0.0301,0.0008,0.011000000000000001,0.0043,0.005,0.1153,0.1339,0.0115,0.1304,0.2174,0.6522,0.5397,0.513,0.2237,0.35130998,-0.14145926,0.11976314,0.13095315,0.13567407,0.026617954,0.116757385,0.026221741,0.055131238,0.053060487,-0.4020213,-0.19577235,0.23650692,0.1653617,-0.39730847,-0.059512008,0.66674846,-0.45322627,-0.14114086,9.482654e-08
pg1342-9,0.015,0.162,0.313,0.0684,0.0316,0.0251,0.039,0.059000000000000004,0.0362,0.0009,0.0115,0.0031,0.0073,0.1135,0.0214,0.0244,0.1739,0.2609,0.5652,0.6151,0.3415,0.2237,0.35130998,-0.14145926,0.11976314,0.13095315,0.13567407,0.026617954,0.116757385,0.026221741,0.055131238,0.053060487,-0.4020213,-0.19577235,0.23650692,0.1653617,-0.39730847,-0.059512008,0.66674846,-0.45322627,-0.14114086,9.482654e-08
pg1342-6,0.0123,0.165,0.3133,0.0743,0.0336,0.0294,0.0375,0.0631,0.0365,0.0005,0.0093,0.0021,0.0036,0.1125,0.06,0.018000000000000002,0.1304,0.1304,0.7391,0.5988,0.6085,0.2237,0.35130998,-0.14145926,0.11976314,0.13095315,0.13567407,0.026617954,0.116757385,0.026221741,0.055131238,0.053060487,-0.4020213,-0.19577235,0.23650692,0.1653617,-0.39730847,-0.059512008,0.66674846,-0.45322627,-0.14114086,9.482654e-08
pg1342-7,0.0154,0.2381,0.248,0.0801,0.0308,0.0269,0.0353,0.0614,0.0342,0.0018,0.0077,0.0027,0.0028,0.1089,0.0626,0.0271,0.3913,0.1739,0.4348,0.5925,0.4731,0.2237,0.35130998,-0.14145926,0.11976314,0.13095315,0.13567407,0.026617954,0.116757385,0.026221741,0.055131238,0.053060487,-0.4020213,-0.19577235,0.23650692,0.1653617,-0.39730847,-0.059512008,0.66674846,-0.45322627,-0.14114086,9.482654e-08
pg1342-1,0.0188,0.2591,0.1615,0.0837,0.0321,0.0242,0.0329,0.0605,0.037000000000000005,0.0011,0.0123,0.0033,0.0059,0.1101,0.017,0.037000000000000005,0.3913,0.1739,0.4348,0.6579,0.5720000000000001,0.2237,0.35130998,-0.14145926,0.11976314,0.13095315,0.13567407,0.026617954,0.116757385,0.026221741,0.055131238,0.053060487,-0.4020213,-0.19577235,0.23650692,0.1653617,-0.39730847,-0.059512008,0.66674846,-0.45322627,-0.14114086,9.482654e-08
pg1342-4,0.0112,0.1963,0.2346,0.077,0.0351,0.0233,0.0318,0.0647,0.0313,0.0011,0.0093,0.0022,0.0025,0.1091,0.1639,0.0227,0.1739,0.1304,0.6957,0.5497,0.4598,0.2237,0.35130998,-0.14145926,0.11976314,0.13095315,0.13567407,0.026617954,0.116757385,0.026221741,0.055131238,0.053060487,-0.4020213,-0.19577235,0.23650692,0.1653617,-0.39730847,-0.059512008,0.66674846,-0.45322627,-0.14114086,9.482654e-08
pg1342-5,0.013000000000000001,0.1832,0.249,0.0844,0.0357,0.0235,0.0347,0.0584,0.0328,0.0011,0.012,0.0012,0.0027,0.1074,0.1065,0.0225,0.3913,0.2609,0.3478,0.562,0.6665,0.2237,0.35130998,-0.14145926,0.11976314,0.13095315,0.13567407,0.026617954,0.116757385,0.026221741,0.055131238,0.053060487,-0.4020213,-0.19577235,0.23650692,0.1653617,-0.39730847,-0.059512008,0.66674846,-0.45322627,-0.14114086,9.482654e-08
pg1342-2,0.0213,0.11800000000000001,0.2653,0.0757,0.0336,0.0244,0.0322,0.0672,0.0395,0.001,0.0098,0.0023,0.0063,0.1125,-0.003,0.0456,0.4348,0.1739,0.3913,0.6429,0.4942,0.2237,0.35130998,-0.14145926,0.11976314,0.13095315,0.13567407,0.026617954,0.116757385,0.026221741,0.055131238,0.053060487,-0.4020213,-0.19577235,0.23650692,0.1653617,-0.39730847,-0.059512008,0.66674846,-0.45322627,-0.14114086,9.482654e-08
pg1342-3,0.0134,0.3205,0.1543,0.0767,0.0322,0.0257,0.0391,0.0653,0.0333,0.0003,0.0099,0.0062,0.0032,0.1208,0.105,0.0255,0.1739,0.087,0.7391,0.568,0.5825,0.2237,0.35130998,-0.14145926,0.11976314,0.13095315,0.13567407,0.026617954,0.116757385,0.026221741,0.055131238,0.053060487,-0.4020213,-0.19577235,0.23650692,0.1653617,-0.39730847,-0.059512008,0.66674846,-0.45322627,-0.14114086,9.482654e-08
pg1342-11,0.0143,0.19399999999999998,0.1984,0.0819,0.032,0.0284,0.0337,0.065,0.0325,0.001,0.0109,0.0032,0.0061,0.1138,0.0498,0.0262,0.3913,0.087,0.5217,0.6393,0.5359,0.2237,0.35130998,-0.14145926,0.11976314,0.13095315,0.13567407,0.026617954,0.116757385,0.026221741,0.055131238,0.053060487,-0.4020213,-0.19577235,0.23650692,0.1653617,-0.39730847,-0.059512008,0.66674846,-0.45322627,-0.14114086,9.482654e-08
pg1342-12,0.013000000000000001,0.2366,0.2303,0.0902,0.0366,0.0245,0.0355,0.0648,0.0379,0.0007,0.0114,0.0025,0.0079,0.1149,0.0,0.021,0.3043,0.2174,0.4783,0.6785,0.5105,0.2237,0.35130998,-0.14145926,0.11976314,0.13095315,0.13567407,0.026617954,0.116757385,0.026221741,0.055131238,0.053060487,-0.4020213,-0.19577235,0.23650692,0.1653617,-0.39730847,-0.059512008,0.66674846,-0.45322627,-0.14114086,9.482654e-08
pg1342-10,0.0082,0.2407,0.3189,0.0763,0.0388,0.0287,0.0398,0.066,0.0295,0.0004,0.013999999999999999,0.003,0.0031,0.1232,0.1752,0.0098,0.2609,0.1739,0.5652,0.5411,0.535,0.2237,0.35130998,-0.14145926,0.11976314,0.13095315,0.13567407,0.026617954,0.116757385,0.026221741,0.055131238,0.053060487,-0.4020213,-0.19577235,0.23650692,0.1653617,-0.39730847,-0.059512008,0.66674846,-0.45322627,-0.14114086,9.482654e-08
pg1342-13,0.0199,0.2032,0.2575,0.0871,0.0325,0.0282,0.0335,0.0692,0.0396,0.0011,0.0111,0.0012,0.0069,0.1161,-0.0196,0.0316,0.2174,0.3478,0.4348,0.6667,0.5571,0.2237,0.35130998,-0.14145926,0.11976314,0.13095315,0.13567407,0.026617954,0.116757385,0.026221741,0.055131238,0.053060487,-0.4020213,-0.19577235,0.23650692,0.1653617,-0.39730847,-0.059512008,0.66674846,-0.45322627,-0.14114086,9.482654e-08
pg1342-14,0.015,0.1569,0.1991,0.0925,0.0399,0.025,0.0316,0.0641,0.0389,0.001,0.0102,0.0016,0.0064,0.1086,-0.0311,0.0264,0.2174,0.2174,0.5652,0.6461,0.6983,0.2237,0.35130998,-0.14145926,0.11976314,0.13095315,0.13567407,0.026617954,0.116757385,0.026221741,0.055131238,0.053060487,-0.4020213,-0.19577235,0.23650692,0.1653617,-0.39730847,-0.059512008,0.66674846,-0.45322627,-0.14114086,9.482654e-08
pg105-4,0.0092,0.2293,0.2606,0.065,0.0244,0.026000000000000002,0.0401,0.0766,0.0268,0.0009,0.0146,0.0,0.0044,0.1322,0.2139,0.0121,0.0952,0.0476,0.8571,0.5662,0.3799,0.1754,0.26020822,-0.058109388,0.03854151,0.21908897,-0.004442766,0.027302159,0.16532612,0.14184876,-0.13460626,0.10209463,0.19185759,-0.52098346,-0.018810498,1.2063881,0.25948557,-0.046952363,-0.034572564,0.22850336,0.009488764,9.482654e-08
pg105-5,0.0119,0.2326,0.2547,0.0712,0.0238,0.0248,0.040999999999999995,0.0733,0.0319,0.0011,0.0131,0.0,0.0059,0.1285,0.1081,0.0176,0.1905,0.0476,0.7619,0.6449,0.7124,0.1754,0.26020822,-0.058109388,0.03854151,0.21908897,-0.004442766,0.027302159,0.16532612,0.14184876,-0.13460626,0.10209463,0.19185759,-0.52098346,-0.018810498,1.2063881,0.25948557,-0.046952363,-0.034572564,0.22850336,0.009488764,9.482654e-08
pg105-2,0.0091,0.1533,0.2782,0.0678,0.0235,0.0276,0.0435,0.0784,0.0234,0.0014,0.0139,0.0,0.005,0.1372,0.3013,0.0133,0.0952,0.1429,0.7619,0.5535,0.5109,0.1754,0.26020822,-0.058109388,0.03854151,0.21908897,-0.004442766,0.027302159,0.16532612,0.14184876,-0.13460626,0.10209463,0.19185759,-0.52098346,-0.018810498,1.2063881,0.25948557,-0.046952363,-0.034572564,0.22850336,0.009488764,9.482654e-08
pg105-3,0.0126,0.2754,0.1816,0.0794,0.023,0.0261,0.0371,0.0712,0.0328,0.0015,0.0127,0.0,0.0062,0.1225,0.0816,0.0207,0.2381,0.1429,0.619,0.6625,0.5054,0.1754,0.26020822,-0.058109388,0.03854151,0.21908897,-0.004442766,0.027302159,0.16532612,0.14184876,-0.13460626,0.10209463,0.19185759,-0.52098346,-0.018810498,1.2063881,0.25948557,-0.046952363,-0.034572564,0.22850336,0.009488764,9.482654e-08
pg105-1,0.0085,0.282,0.2637,0.0517,0.0249,0.0271,0.0391,0.0792,0.0254,0.0024,0.0171,0.0,0.0022,0.1378,0.2959,0.0111,0.0,0.0476,0.9524,0.4961,0.6729,0.1754,0.26020822,-0.058109388,0.03854151,0.21908897,-0.004442766,0.027302159,0.16532612,0.14184876,-0.13460626,0.10209463,0.19185759,-0.52098346,-0.018810498,1.2063881,0.25948557,-0.046952363,-0.034572564,0.22850336,0.009488764,9.482654e-08
pg105-8,0.0128,0.2376,0.1695,0.092,0.0254,0.0232,0.0336,0.0656,0.0407,0.0014,0.0134,0.0,0.005,0.114,-0.008,0.0257,0.1905,0.2381,0.5714,0.6817,0.523,0.1754,0.26020822,-0.058109388,0.03854151,0.21908897,-0.004442766,0.027302159,0.16532612,0.14184876,-0.13460626,0.10209463,0.19185759,-0.52098346,-0.018810498,1.2063881,0.25948557,-0.046952363,-0.034572564,0.22850336,0.009488764,9.482654e-08
pg105-9,0.0105,0.1835,0.2863,0.0725,0.0267,0.0252,0.0405,0.0667,0.0344,0.0014,0.0124,0.0,0.0055,0.121,0.0719,0.0197,0.1905,0.0476,0.7619,0.6209,0.4922,0.1754,0.26020822,-0.058109388,0.03854151,0.21908897,-0.004442766,0.027302159,0.16532612,0.14184876,-0.13460626,0.10209463,0.19185759,-0.52098346,-0.018810498,1.2063881,0.25948557,-0.046952363,-0.034572564,0.22850336,0.009488764,9.482654e-08
pg105-6,0.0077,0.2269,0.3489,0.0606,0.0271,0.0301,0.0385,0.0713,0.0321,0.0015,0.0123,0.0,0.0036,0.1236,0.1256,0.0149,0.0476,0.2381,0.7143,0.5775,0.4961,0.1754,0.26020822,-0.058109388,0.03854151,0.21908897,-0.004442766,0.027302159,0.16532612,0.14184876,-0.13460626,0.10209463,0.19185759,-0.52098346,-0.018810498,1.2063881,0.25948557,-0.046952363,-0.034572564,0.22850336,0.009488764,9.482654e-08
pg105-7,0.0111,0.20199999999999999,0.2579,0.085,0.0224,0.0248,0.0366,0.0671,0.0381,0.0009,0.0137,0.0,0.0065,0.1183,0.0052,0.0177,0.1905,0.1905,0.619,0.679,0.56,0.1754,0.26020822,-0.058109388,0.03854151,0.21908897,-0.004442766,0.027302159,0.16532612,0.14184876,-0.13460626,0.10209463,0.19185759,-0.52098346,-0.018810498,1.2063881,0.25948557,-0.046952363,-0.034572564,0.22850336,0.009488764,9.482654e-08
pg105-10,0.0091,0.18100000000000002,0.2047,0.0804,0.0273,0.0259,0.0418,0.069,0.0343,0.0007,0.0117,0.0,0.004,0.1232,0.0701,0.0147,0.0952,0.2857,0.619,0.6244,0.5845,0.1754,0.26020822,-0.058109388,0.03854151,0.21908897,-0.004442766,0.027302159,0.16532612,0.14184876,-0.13460626,0.10209463,0.19185759,-0.52098346,-0.018810498,1.2063881,0.25948557,-0.046952363,-0.034572564,0.22850336,0.009488764,9.482654e-08
